Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,16.329999923706055,14.710000038146973,15.0600004196167,15.930000305175781,75979904,15.832866668701172
2019-01-03,16.649999618530273,15.3100004196167,15.779999732971191,16.239999771118164,94733382,16.140975952148438
2019-01-04,16.579999923706055,15.600000381469727,15.699999809265137,16.299999237060547,68985635,16.20060920715332
2019-01-07,16.649999618530273,15.600000381469727,15.699999809265137,16.290000915527344,59222671,16.190671920776367
2019-01-08,16.559999465942383,15.8100004196167,16.280000686645508,16.040000915527344,55522302,15.942195892333984
2019-01-09,16.329999923706055,15.75,16.020000457763672,16.020000457763672,52641127,15.922317504882812
2019-01-10,16.110000610351562,15.119999885559082,15.880000114440918,15.199999809265137,53202090,15.107316970825195
2019-01-11,15.800000190734863,15.0600004196167,15.199999809265137,15.5600004196167,42057493,15.46512222290039
2019-01-14,16.079999923706055,15.350000381469727,15.670000076293945,15.460000038146973,43255147,15.365732192993164
2019-01-15,15.640000343322754,15.09000015258789,15.399999618530273,15.539999961853027,31687291,15.445243835449219
2019-01-16,16.170000076293945,15.460000038146973,15.75,15.710000038146973,44711686,15.61420726776123
2019-01-17,17.049999237060547,15.600000381469727,15.600000381469727,16.979999542236328,86309543,16.876462936401367
2019-01-18,16.799999237060547,16.049999237060547,16.719999313354492,16.290000915527344,62198832,16.190671920776367
2019-01-21,16.530000686645508,15.920000076293945,16.219999313354492,16.399999618530273,38675827,16.299999237060547
2019-01-22,16.90999984741211,16.219999313354492,16.299999237060547,16.360000610351562,47087722,16.260244369506836
2019-01-23,16.68000030517578,15.90999984741211,16.360000610351562,16.399999618530273,40190374,16.299999237060547
2019-01-24,16.649999618530273,15.930000305175781,16.649999618530273,16.06999969482422,39457212,15.97201156616211
2019-01-25,16.040000915527344,15.270000457763672,15.920000076293945,15.329999923706055,42175769,15.23652458190918
2019-01-28,15.569999694824219,15.210000038146973,15.5,15.350000381469727,21769886,15.256402969360352
2019-01-29,15.5,14.180000305175781,15.270000457763672,14.539999961853027,31401261,14.45134162902832
2019-01-30,14.770000457763672,14.329999923706055,14.489999771118164,14.369999885559082,16274136,14.282378196716309
2019-01-31,14.75,13.579999923706055,14.6899995803833,13.800000190734863,32695437,13.715853691101074
2019-02-01,14.239999771118164,13.869999885559082,13.90999984741211,14.199999809265137,19546288,14.113414764404297
2019-02-11,14.770000457763672,14.229999542236328,14.329999923706055,14.699999809265137,23696653,14.610365867614746
2019-02-12,14.859999656677246,14.529999732971191,14.680000305175781,14.779999732971191,22813649,14.6898775100708
2019-02-13,15.239999771118164,14.619999885559082,14.779999732971191,15.130000114440918,31635712,15.037744522094727
2019-02-14,16.549999237060547,15.180000305175781,15.180000305175781,15.8100004196167,57452026,15.713598251342773
2019-02-15,16.09000015258789,15.539999961853027,15.710000038146973,15.75,34571203,15.653963088989258
2019-02-18,16.309999465942383,15.779999732971191,15.970000267028809,16.229999542236328,43021595,16.13103675842285
2019-02-19,16.860000610351562,16.010000228881836,16.18000030517578,16.540000915527344,59409976,16.43914794921875
2019-02-20,16.350000381469727,15.819999694824219,16.350000381469727,16.030000686645508,38360989,15.932256698608398
2019-02-21,17.469999313354492,16.040000915527344,16.049999237060547,16.469999313354492,79188831,16.369571685791016
2019-02-22,18.1200008392334,16.280000686645508,16.399999618530273,18.1200008392334,109231560,18.00951385498047
2019-02-25,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,0,18.00951385498047
2019-02-26,21.8799991607666,19.0,21.219999313354492,19.079999923706055,144474001,18.963659286499023
2019-02-27,20.979999542236328,19.079999923706055,19.079999923706055,20.979999542236328,122676037,20.852073669433594
2019-02-28,20.209999084472656,18.8799991607666,20.0,18.8799991607666,105506627,18.764877319335938
2019-03-01,19.079999923706055,17.549999237060547,18.100000381469727,18.5,70438602,18.387195587158203
2019-03-04,19.700000762939453,18.719999313354492,19.09000015258789,19.149999618530273,83800585,19.033231735229492
2019-03-05,21.06999969482422,18.700000762939453,19.100000381469727,21.06999969482422,110912452,20.941524505615234
2019-03-06,22.079999923706055,20.020000457763672,21.940000534057617,20.799999237060547,127049216,20.67317008972168
2019-03-07,21.450000762939453,20.059999465942383,20.389999389648438,20.84000015258789,96302336,20.712926864624023
2019-03-08,20.540000915527344,19.0,19.829999923706055,19.18000030517578,78007133,19.06304931640625
2019-03-11,21.100000381469727,19.5,20.479999542236328,21.100000381469727,103687929,20.971342086791992
2019-03-12,23.209999084472656,21.8799991607666,21.899999618530273,23.209999084472656,85211380,23.0684757232666
2019-03-13,25.530000686645508,24.549999237060547,25.530000686645508,25.530000686645508,120423068,25.374330520629883
2019-03-14,27.25,23.079999923706055,25.559999465942383,24.100000381469727,185664387,23.953048706054688
2019-03-15,26.510000228881836,23.850000381469727,23.850000381469727,25.31999969482422,180601135,25.16560935974121
2019-03-18,25.200000762939453,22.790000915527344,25.200000762939453,24.200000762939453,142572702,24.052440643310547
2019-03-19,24.40999984741211,23.010000228881836,23.100000381469727,23.780000686645508,82920760,23.635000228881836
2019-03-20,25.75,23.450000762939453,23.719999313354492,24.75,99387553,24.599084854125977
2019-03-21,26.959999084472656,24.0,24.510000228881836,25.200000762939453,140768502,25.046342849731445
2019-03-22,27.229999542236328,25.829999923706055,26.350000381469727,26.899999618530273,133526644,26.73597526550293
2019-03-25,27.56999969482422,24.989999771118164,25.8799991607666,25.399999618530273,125462756,25.245121002197266
2019-03-26,25.799999237060547,23.079999923706055,25.5,23.299999237060547,93943804,23.157926559448242
2019-03-27,23.559999465942383,21.690000534057617,23.3700008392334,22.520000457763672,72475755,22.38268280029297
2019-03-28,22.979999542236328,21.719999313354492,22.299999237060547,21.860000610351562,53584221,21.726707458496094
2019-03-29,22.84000015258789,21.389999389648438,21.899999618530273,22.709999084472656,57152325,22.571523666381836
